UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho_Depth (m),LAB,RHO_C,RHO_L,RHO_SL,FA,G_zz,G_xx,G_yy
CSBE0832,CASABE-832,4002,Antioquia,Valle Medio del Magdalena,7.029714,-73.923161,1017430.879883,1268803.307204,250.0,76.2,27.819,130.0,54.44444444444445,3940.0,1200.912,57.79902059977991,24.964377572861217,2008.0,191574.28362352352,196574.28362352352,1,42363.58115576871,173285.05685790634,2779.926026751256,3345.16195069412,3474.144950641126,55.92057630670084,0.6154078252597966,-0.34800212373060724,-0.2608625663953597
CSBE0834,CASABE-834,3700,Antioquia,Valle Medio del Magdalena,7.029214,-73.920306,1017746.41164,1268748.118182,250.0,76.2,27.819,120.0,48.88888888888889,3700.0,1127.76,51.984622485751046,21.427983334886008,2008.0,191718.69841803447,196718.69841803447,1,42379.60939306406,173235.5855854839,2779.944566600081,3345.1590677207087,3474.136746752568,55.993924850765005,0.6156128669414549,-0.34816959662807556,-0.26088271871425794
CSBE0836,CASABE-836,3820,Antioquia,Valle Medio del Magdalena,7.028367,-73.917719,1018032.201659,1268654.522935,250.0,76.2,27.819,124.0,51.111111111111114,3820.0,1164.336,54.33555291805294,22.77396981460072,2008.0,191814.92555797938,196814.92555797938,1,42394.21051013316,173200.7203493805,2779.968526739268,3345.160497494562,3474.1320393283036,56.06972541066928,0.6158986636449975,-0.34836085456364035,-0.2609614304006859
CSBE0838,CASABE-838,3920,Antioquia,Valle Medio del Magdalena,7.0273,-73.914931,1018340.387345,1268536.662095,250.0,76.2,27.819,126.0,52.22222222222222,3920.0,1194.816,55.55501189824847,23.213626113350067,2008.0,191905.4225163253,196905.4225163253,1,42409.98479284707,173166.8568516516,2779.997139694197,3345.1635543414227,3474.1279671344664,56.15495342525247,0.6162448192024403,-0.34858170676718453,-0.2610696690354923
CSBE0841,CASABE-841,5755,Antioquia,Valle Medio del Magdalena,7.029806,-73.927547,1016946.243256,1268813.287507,250.0,76.2,27.819,120.0,48.88888888888889,5755.0,1754.124,54.357227344208475,15.129048655744107,2008.0,191292.95803189956,196292.95803189956,1,42338.936265411015,173378.29836364408,2779.9099584306114,3345.173399644438,3474.1622640511196,55.82386245765851,0.6152644516764543,-0.3478125058265347,-0.26093550282874406
CSBE0848,CASABE-848,3760,Antioquia,Valle Medio del Magdalena,7.027308,-73.919522,1017833.044601,1268537.402685,250.0,76.2,27.819,124.0,51.111111111111114,3760.0,1146.048,54.271018180633995,23.08107355070119,2008.0,191601.20421688957,196601.20421688957,1,42384.5301552706,173267.0717665405,2779.981656246407,3345.1764578641983,3474.1469059484384,56.056604199231536,0.6161227590242121,-0.3483969543542354,-0.2611601934165361
CSBE0849,CASABE-849,4050,Antioquia,Valle Medio del Magdalena,7.027311,-73.919564,1017828.436912,1268537.710757,250.0,76.2,27.819,121.0,49.44444444444445,4050.0,1234.44,52.91953055021425,20.333536300034222,2008.0,191598.6852174347,196598.6852174347,1,42384.29486226174,173267.91365074617,2779.9814628007157,3345.176546089026,3474.147058322139,56.055632071027766,0.6161208795911477,-0.3483949530864666,-0.2611605706029415
CSBE0085,CASABE-85,3800,Antioquia,Valle Medio del Magdalena,7.026822,-73.936247,1015985.056651,1268483.039797,251.0,76.5048,27.817476,111.2,44.0,3100.0,944.88,46.474874323119415,19.745786050206817,2008.0,190454.21121440784,195454.21121440784,1,42289.12579023597,173644.030503627,2779.936732859069,3345.228960672884,3474.218696036247,55.70703772825836,0.6157883664020555,-0.34775798026683497,-0.2615665790430122
CSBE0850,CASABE-850,3870,Antioquia,Valle Medio del Magdalena,7.026656,-73.916981,1018113.90039,1268465.316431,250.0,76.2,27.819,120.0,48.88888888888889,3875.0000000000005,1181.1000000000001,52.172800870052626,20.619592642496507,2008.0,191711.97898483658,196711.97898483658,1,42398.884575511256,173228.0108988794,2780.00188067847,3345.175916694404,3474.140947802013,56.12665945071786,0.6163565742151388,-0.3485658945750948,-0.2612095528073917
CSBE0851,CASABE-851,4100,Antioquia,Valle Medio del Magdalena,7.026653,-73.917022,1018109.303958,1268465.005163,250.0,76.2,27.819,126.0,52.22222222222222,4100.0,1249.68,55.752462990521344,22.35249263053049,2008.0,191708.98827437576,196708.98827437576,1,42398.65785905423,173228.9837263104,2780.0017980968123,3345.176063284107,3474.141138386476,56.12585511270905,0.6163562736497411,-0.34856456201238306,-0.261210832862259
CSBE0857,CASABE-857,3700,Antioquia,Valle Medio del Magdalena,7.027336,-73.924114,1017325.690215,1268540.3048,250.0,76.2,27.819,120.0,48.88888888888889,3700.0,1127.76,51.984622485751046,21.427983334886008,2008.0,191299.56194359434,196299.56194359434,1,42358.733200757204,173366.65680015067,2779.9660501057942,3345.1891836572704,3474.1656138367,55.95731621499153,0.6159928878212164,-0.3482078109028789,-0.2612473652100396
CSBE0860,CASABE-860,3700,Antioquia,Valle Medio del Magdalena,7.026194,-73.921439,1017621.303495,1268414.141052,250.0,76.2,27.819,126.0,52.22222222222222,3700.0,1127.76,55.317955819084375,24.383694952014945,2008.0,191375.07755204037,196375.07755204037,1,42374.07496798257,173337.1527480775,2779.9954950210085,3345.193250766662,3474.1625697862846,56.04225650346785,0.6163575426193205,-0.3484339689129687,-0.2613694256742919
CSBE0861,CASABE-861,3825,Antioquia,Valle Medio del Magdalena,7.025608,-73.918567,1017938.686395,1268349.431758,250.0,76.2,27.819,122.0,50.0,3820.0,1164.336,53.224441806941826,21.819682468756294,2008.0,191513.5629375038,196513.5629375038,1,42390.37153758842,173289.11327538322,2780.015536560537,3345.191046537772,3474.1547761495053,56.117899961667646,0.6165835430375314,-0.34860987970425017,-0.2614019871773895
CSBE0865,CASABE-865,5700,Antioquia,Valle Medio del Magdalena,7.028097,-73.931322,1016529.192743,1268624.216237,250.0,76.2,27.819,138.0,58.88888888888889,5647.0,1721.2056,64.22523505369945,21.151589940039383,2008.0,190891.83349468064,195891.83349468064,1,42317.60948886289,173504.37545417715,2779.9289461419703,3345.201820438288,3474.1897469926657,55.783357506587095,0.615599309576633,-0.3478322515440147,-0.26127336245096083
CSBE0867,CASABE-867,5700,Antioquia,Valle Medio del Magdalena,7.027183,-73.928331,1016859.77758,1268523.252356,250.0,76.2,27.819,139.0,59.44444444444445,5710.0,1740.4080000000001,64.85771310388547,21.28162655186914,2008.0,191007.38960298093,196007.38960298093,1,42334.79160867343,173462.5233525067,2779.9551830810997,3345.2027238440073,3474.1839598567008,55.87005143159642,0.6159172064013054,-0.34805052977396844,-0.2613546094900304
CSBE0869,CASABE-869,4000,Antioquia,Valle Medio del Magdalena,7.026064,-73.925847,1017134.218321,1268399.545172,250.0,76.2,27.819,126.0,52.22222222222222,4000.0,1219.2,55.642388415353494,22.821020681884427,2008.0,191071.73139771103,196071.73139771103,1,42349.10614912255,173436.6941891792,2779.983526988995,3345.2070934466346,3474.1815914311906,55.95054317093443,0.6162723995201786,-0.3482679544267906,-0.2614770803670344
CSBE0087,CASABE-87,3774,Antioquia,Valle Medio del Magdalena,7.056644,-73.908189,1019084.102858,1271782.208775,252.0,76.8096,27.815952,105.8,41.0,2500.0,762.0,42.894997239123406,19.78877327968951,2008.0,194962.38195249854,199962.38195249854,1,42421.52034594929,172217.83377013728,2779.492244863691,3344.8195827329346,3473.8777691763303,55.581613885041264,0.6088405906991389,-0.34586223175284897,-0.25634906706847943
CSBE0872,CASABE-872,3700,Antioquia,Valle Medio del Magdalena,7.025544,-73.923267,1017419.367054,1268342.187511,250.0,76.2,27.819,127.0,52.77777777777778,3700.0,1127.76,55.87351137463993,24.87631355486977,2008.0,191196.1624651023,196196.1624651023,1,42363.875549908225,173393.46695109695,2780.0013092367267,3345.2050397672338,3474.1746006949115,56.018579684996375,0.6164753563956068,-0.3484267041198275,-0.26150551195112953
CSBE0873,CASABE-873,4050,Antioquia,Valle Medio del Magdalena,7.025544,-73.923217,1017424.891753,1268342.189371,250.0,76.2,27.819,127.0,52.77777777777778,4050.0,1234.44,56.252863883547576,23.033816049016213,2008.0,191199.47385299025,196199.47385299025,1,42364.159406727085,173392.37470906958,2780.0014715438015,3345.204897657557,3474.174395028842,56.01965502029244,0.6164766962278284,-0.34842873526627327,-0.26150451663631885
CSBE0874,CASABE-874,4930,Antioquia,Valle Medio del Magdalena,7.025536,-73.923183,1017428.582561,1268341.272695,250.0,76.2,27.819,136.0,57.77777777777778,4930.0,1502.664,62.255215671579116,22.916776918578684,2008.0,191201.01409395953,196201.01409395953,1,42364.35397173285,173391.83319749514,2780.001726940456,3345.204882090639,3474.1743105233645,56.02057818613688,0.6164796578818587,-0.34843093946668185,-0.2615050661276806
CSBE0877,CASABE-877,3925,Antioquia,Valle Medio del Magdalena,7.023656,-73.917644,1018040.670269,1268133.513017,250.0,76.2,27.819,120.0,48.88888888888889,3900.0,1188.72,52.19993081717148,20.510238590392586,2008.0,191401.63794027036,196401.63794027036,1,42396.13887621452,173317.68966792972,2780.0538077548204,3345.208058516384,3474.1643716556723,56.18446025645758,0.6171071726980866,-0.34884718458725383,-0.2616824009252841
CSBE0878,CASABE-878,3900,Antioquia,Valle Medio del Magdalena,7.027197,-73.933072,1016335.860825,1268524.621548,250.0,76.2,27.819,121.0,49.44444444444445,3900.0,1188.72,52.755486372727034,20.97759470079332,2008.0,190696.34782656003,195696.34782656003,1,42307.5535974448,173565.42582956125,2779.939830752552,3345.2160644562514,3474.2031867696883,55.76704194936767,0.6157817369297981,-0.3478522818325789,-0.26144630507845584
CSBE0879,CASABE-879,4780,Antioquia,Valle Medio del Magdalena,7.027192,-73.933031,1016340.457549,1268524.01474,250.0,76.2,27.819,125.0,51.66666666666667,4705.0,1434.084,55.881798014846964,19.568447883699257,2008.0,190698.59807846378,195698.59807846378,1,42307.79034479107,173564.6608268682,2779.9400515965262,3345.2159991019867,3474.203055122332,55.768051930890515,0.6157841750712121,-0.34785451097244874,-0.26144626302580637
CSBE0088,CASABE-88,3775,Antioquia,Valle Medio del Magdalena,7.075603,-73.901847,1019783.970439,1273879.137111,246.0,74.9808,27.825096,107.6,42.0,2900.0,883.9200000000001,44.276822838381385,18.61223508731716,2008.0,197072.59957679806,202072.59957679806,1,42417.15586610051,171500.90624048523,2779.1755270042036,3344.5655719737097,3473.689592421635,55.24097304511717,0.6040466019994747,-0.34420576021902627,-0.2531767325579451
CSBE0880,CASABE-880,5400,Antioquia,Valle Medio del Magdalena,7.027272,-73.932986,1016345.371699,1268532.918992,250.0,76.2,27.819,132.0,55.55555555555556,5320.0,1621.536,60.49618207611938,20.151992972169214,2008.0,190708.70095754255,195708.70095754255,1,42308.05061604783,173561.64469026303,2779.9387317260516,3345.215049057948,3474.2023116528794,55.76710636211125,0.615764866213153,-0.34784811968454094,-0.2614330825833143
CSBE0883,CASABE-883,3530,Antioquia,Valle Medio del Magdalena,7.025669,-73.927869,1016910.791924,1268355.842922,250.0,76.2,27.819,120.0,48.88888888888889,3439.9999999999995,1048.512,51.71082515203451,22.786410791707212,2008.0,190902.95768353346,195902.95768353346,1,42337.5819898334,173490.77255615644,2779.9842193122886,3345.2168622340905,3474.1926149985447,55.9163879902984,0.6163186273316953,-0.3482257115379075,-0.2615778038551841
CSBE0885,CASABE-885,4845,Antioquia,Valle Medio del Magdalena,7.025758,-73.927928,1016904.335867,1268365.672491,250.0,76.2,27.819,132.0,55.55555555555556,4775.0,1455.42,59.85188233849174,22.009373471913086,2008.0,190906.991294323,195906.991294323,1,42337.235000061366,173489.8155292894,2779.9824114562275,3345.2161257705793,3474.1922392111946,55.91297795875627,0.6162941710598332,-0.3482141049925382,-0.2615653271236706
CSBE0888,CASABE-888,4050,Antioquia,Valle Medio del Magdalena,7.024561,-73.924869,1017242.314573,1268233.382553,250.0,76.2,27.819,126.0,52.22222222222222,4050.0,1234.44,55.69730832799202,22.58376942418588,2008.0,191002.64656780424,196002.64656780424,1,42354.912665701704,173453.1242738629,2780.0139639667473,3345.219532518752,3474.1879688814897,56.007672751965124,0.6166842624904425,-0.34846272917591026,-0.2616879850046038
CSBE0889,CASABE-889,4910,Antioquia,Valle Medio del Magdalena,7.024519,-73.924867,1017242.614443,1268228.770942,250.0,76.2,27.819,132.0,55.55555555555556,4865.0,1482.852,59.956825971649785,21.672982854424976,2008.0,190999.0420428146,195999.0420428146,1,42354.93039294507,173454.13170685904,2780.0147325212856,3345.219950121066,3474.1882496570533,56.008722517099116,0.6166950798610368,-0.3484671369887363,-0.26169437590754335
CSBE0890,CASABE-890,5400,Antioquia,Valle Medio del Magdalena,7.024481,-73.924861,1017243.23464,1268224.480157,250.0,76.2,27.819,136.0,57.77777777777778,5280.0,1609.344,62.67043546966502,21.655678008968263,2008.0,190996.05823135268,195996.05823135268,1,42354.97040922959,173454.9514552143,2780.0154413317473,3345.2203159229352,3474.1884864149642,56.00976253378311,0.6167049796372525,-0.3484712957606906,-0.26170007453343314
CSBE0893,CASABE-893,3960,Antioquia,Valle Medio del Magdalena,7.021939,-73.917061,1018105.188073,1267943.681216,250.0,76.2,27.819,120.0,48.88888888888889,3960.0,1207.008,52.265290076425146,20.253627214090667,2008.0,191288.1397112318,196288.1397112318,1,42399.94226030261,173347.37545090096,2780.0866741220534,3345.2234701501084,3474.173621690119,56.23802278156445,0.6175610830261173,-0.34904665626410747,-0.2619330281398198
CSBE0895,CASABE-895,4860,Antioquia,Valle Medio del Magdalena,7.026778,-73.935311,1016088.491257,1268478.161542,250.0,76.2,27.819,134.0,56.66666666666667,4802.0,1463.6496,60.994412325755974,22.666225800052125,2008.0,190511.74847362124,195511.74847362124,1,42294.567290605446,173624.79496469186,2779.940460098179,3345.2267433909947,3474.215210039154,55.728460277488985,0.6158262853008104,-0.34780187606557234,-0.261554874196492
CSBE0897,CASABE-897,3600,Antioquia,Valle Medio del Magdalena,7.025733,-73.932364,1016414.174753,1268362.749911,250.0,76.2,27.819,125.0,51.66666666666667,3531.0,1076.2488,54.58362698860247,24.868438402535237,2008.0,190612.26187434045,195612.26187434045,1,42311.642097363365,173587.1272975278,2779.968805263159,3345.2290188462594,3474.2105171484645,55.81755219682192,0.6161778648234394,-0.3480331473296862,-0.2616570279814688
CSBE0899,CASABE-899,4850,Antioquia,Valle Medio del Magdalena,7.025661,-73.932383,1016412.033703,1268354.764451,250.0,76.2,27.819,130.0,54.44444444444445,4850.0,1478.28,58.828182014565314,20.97652813713594,2008.0,190604.5859788671,195604.5859788671,1,42311.5315347947,173589.35859775747,2779.9700601766667,3345.2298058685924,3474.211094325686,55.81886728222308,0.6161958295076325,-0.34803980010298813,-0.26166844517804416
CSBE0090,CASABE-90,3795,Antioquia,Valle Medio del Magdalena,7.067494,-73.904517,1019489.377993,1272982.293016,244.0,74.3712,27.828143999999998,142.2,61.22222222222222,3775.0,1150.6200000000001,64.39822929108946,31.782939016434153,2008.0,196172.53250402006,201172.53250402006,1,42421.65715435118,171812.35085038916,2779.310890533076,3344.6765834245716,3473.7716410662247,55.3887637503387,0.6061040130177662,-0.3449139286728653,-0.254540575753715
CSBE0902,CASABE-902,4000,Antioquia,Valle Medio del Magdalena,7.024939,-73.929444,1016736.790109,1268274.998507,250.0,76.2,27.819,128.0,53.333333333333336,3483.9999999999995,1061.9232,56.20110548523284,26.727079213668972,2008.0,190733.9377157452,195733.9377157452,1,42328.56407456388,173543.48856123866,2779.992498712136,3345.228751902789,3474.2041060719052,55.89984873028254,0.6164627082863754,-0.34823616355299863,-0.2617209216761999
CSBE0904,CASABE-904,5300,Antioquia,Valle Medio del Magdalena,7.025028,-73.929453,1016735.858779,1268284.829883,250.0,76.2,27.819,133.0,56.111111111111114,5232.0,1594.7136,60.946340010352856,20.773222232727466,2008.0,190741.27603402387,195741.27603402387,1,42328.50736847883,173541.44891640914,2779.9908491877,3345.2278765799747,3474.20352809348,55.89752028805331,0.6164396228741894,-0.3482266037977702,-0.26170746432117337
CSBE0905,CASABE-905,3640,Antioquia,Valle Medio del Magdalena,7.023636,-73.926911,1017016.752181,1268131.0098,250.0,76.2,27.819,126.0,52.22222222222222,3581.9999999999995,1091.7936,55.19281986477348,25.072339556463312,2008.0,190785.2190004111,195785.2190004111,1,42343.2902823604,173520.8157131598,2780.0242365282047,3345.2346551275245,3474.2026982747907,55.98580163300132,0.6168660733666715,-0.3484746918412829,-0.2618701235535685
CSBE0906,CASABE-906,4060,Antioquia,Valle Medio del Magdalena,7.023678,-73.926908,1017017.06005,1268135.62161,250.0,76.2,27.819,126.0,52.22222222222222,3984.0,1214.3232,55.62486408581979,22.898240012065806,2008.0,190789.1561102777,195789.1561102777,1,42343.30352425432,173519.70360756488,2780.0234828727944,3345.234225207714,3474.202398370266,55.98486074052271,0.616855392622935,-0.3484704829343126,-0.26186363985927497
CSBE0907,CASABE-907,4900,Antioquia,Valle Medio del Magdalena,7.023719,-73.926906,1017017.356872,1268140.222358,250.0,76.2,27.819,134.0,56.66666666666667,4740.0,1444.7520000000002,60.92234834158399,22.912824029026428,2008.0,190792.9381016812,195792.9381016812,1,42343.31107238991,173518.63801936127,2780.0227442063388,3345.233808070353,3474.202109343041,55.98392216468438,0.6168449407040311,-0.3484663362901432,-0.26185732866589617
CSBE0908,CASABE-908,5300,Antioquia,Valle Medio del Magdalena,7.023758,-73.926903,1017017.664842,1268144.52451,250.0,76.2,27.819,138.0,58.88888888888889,5230.0,1594.104,63.72172812990271,22.52219938592633,2008.0,190796.60822231308,195796.60822231308,1,42343.324567413154,173517.60023275425,2780.0220450558522,3345.2334080545234,3474.2018298504227,55.98305302249582,0.6168350281887489,-0.3484624368775625,-0.2618513032478014
CSBE0909,CASABE-909,3740,Antioquia,Valle Medio del Magdalena,7.022831,-73.924278,1017307.746926,1268042.023948,250.0,76.2,27.819,124.0,51.111111111111114,3677.0,1120.7496,54.18234164806282,23.52295432277006,2008.0,190887.91348695505,195887.91348695505,1,42358.56035599306,173483.30034192518,2780.047235968389,3345.235192000564,3474.1973816339278,56.0618299220966,0.6171432212111349,-0.3486649721566913,-0.26194083701502574
CSBE0910,CASABE-910,4000,Antioquia,Valle Medio del Magdalena,7.022831,-73.924328,1017302.222195,1268042.022102,250.0,76.2,27.819,126.0,52.22222222222222,3930.0,1197.864,55.56590030761146,23.163648216835515,2008.0,190884.60007037266,195884.60007037266,1,42358.27274047237,173484.39323426975,2780.047076219989,3345.2353346977384,3474.197587301548,56.060753343033774,0.6171418823393001,-0.3486629424685075,-0.2619418320819734
CSBE0912,CASABE-912,3980,Antioquia,Valle Medio del Magdalena,7.021008,-73.918603,1017934.87378,1267840.704489,250.0,76.2,27.819,126.0,52.22222222222222,3930.0,1197.864,55.56590030761146,23.163648216835515,2008.0,191102.91656479627,196102.91656479627,1,42391.43830312861,173404.01682556246,2780.098448329802,3345.2370496945255,3474.186288686105,56.22727451037552,0.6177589136305925,-0.34908086710988784,-0.2621058563913493
CSBE0914,CASABE-914,4010,Antioquia,Valle Medio del Magdalena,7.024642,-73.934283,1016202.130567,1268241.9603,250.0,76.2,27.819,130.0,54.44444444444445,3932.0,1198.4736,57.790301371691015,25.007894518236377,2008.0,190388.57301524788,195388.57301524788,1,42300.43507586304,173656.38600933854,2779.98273964474,3345.2455716989302,3474.22587525828,55.802045091361656,0.6164043067064345,-0.3480660099640706,-0.26186216615335184
CSBE0917,CASABE-917,3600,Antioquia,Valle Medio del Magdalena,7.024114,-73.931236,1016538.846992,1268183.696042,250.0,76.2,27.819,132.0,55.55555555555556,3529.9999999999995,1075.944,58.47146689246831,28.48890545648129,2008.0,190542.1805841578,195542.1805841578,1,42318.1962283558,173603.23757473385,2780.0018886370335,3345.242198006361,3474.2171061939007,55.880816557495336,0.6166248859805696,-0.34824731855097374,-0.2618827517385795
CSBE0919,CASABE-919,4890,Antioquia,Valle Medio del Magdalena,7.024192,-73.931186,1016544.368956,1268192.301906,250.0,76.2,27.819,132.0,55.55555555555556,4811.0,1466.3928,59.893786478656416,21.873256932696627,2008.0,190552.43234798548,195552.43234798548,1,42318.48662298107,173600.19603842607,2780.0006230409335,3345.241268985002,3474.216365904262,55.88003185033544,0.6166062593871766,-0.34824132733260615,-0.26186982288950034
CSBE0092,CASABE-92,3670,Antioquia,Valle Medio del Magdalena,7.076531,-73.904564,1019483.784443,1273981.630541,254.0,77.4192,27.812904,123.8,51.0,3649.9999999999995,1112.52,54.04253504236378,23.576772590482673,2008.0,196977.66546960484,201977.66546960484,1,42406.742515604936,171530.17310850174,2779.1473557948684,3344.5606259162287,3473.6925198178023,55.160391196327865,0.6037288879435735,-0.3440006369568801,-0.2530805654805253
CSBE0921,CASABE-921,3630,Antioquia,Valle Medio del Magdalena,7.022808,-73.928653,1016824.333809,1268039.398407,250.0,76.2,27.819,120.0,48.88888888888889,3575.0,1089.66,51.8521084417345,22.055603070438945,2008.0,190596.3296061426,195596.3296061426,1,42333.25970295268,173579.43279902343,2780.033784987506,3345.247918369844,3474.2154909826036,55.96798650127698,0.6170307852093186,-0.34848873155805243,-0.26203128575871565
CSBE0924,CASABE-924,5300,Antioquia,Valle Medio del Magdalena,7.022694,-73.928725,1016816.36019,1268026.799326,250.0,76.2,27.819,158.0,70.0,5252.0,1600.8096,74.85913965258993,29.38521836237734,2008.0,190581.41928359537,195581.41928359537,1,42332.84665463332,173583.83234309117,2780.03563258936,3345.2492623779917,3474.2165624223226,55.969156542359926,0.6170580243263478,-0.3484975455089847,-0.26205013264979654
CSBE0926,CASABE-926,4000,Antioquia,Valle Medio del Magdalena,7.021931,-73.926056,1017111.342487,1267942.425373,250.0,76.2,27.819,127.0,52.77777777777778,3912.0,1192.3776,56.10186369693168,23.719720746961094,2008.0,190690.08689264976,195690.08689264976,1,42348.40444565921,173544.4145627256,2780.057910546204,3345.2492237156453,3474.210801982618,56.04503663541641,0.6173258060621024,-0.34868543633161714,-0.26211364296076656
CSBE0928,CASABE-928,4050,Antioquia,Valle Medio del Magdalena,7.020842,-73.922842,1017466.502443,1267822.119699,250.0,76.2,27.819,124.0,51.111111111111114,3982.0,1213.7136,54.51156414872915,21.992473470453945,2008.0,190806.39959363829,195806.39959363829,1,42367.142958114986,173500.9038825281,2780.0878452648944,3345.2507953254144,3474.2049248091207,56.14026930105712,0.6176901584922959,-0.3489279343655443,-0.2622157668614287
CSBE0093,CASABE-93,5071,Antioquia,Valle Medio del Magdalena,7.061158,-73.921636,1017598.195942,1272280.884497,247.0,75.2856,27.823572,158.0,70.0,5070.0,1545.336,74.642522413627,30.29693892695634,2008.0,194484.76861212344,199484.76861212344,1,42357.76752513394,172375.4874678301,2779.3589380353583,3344.801414233831,3473.895569690871,55.18313636317439,0.6072904506689666,-0.3448452566091298,-0.25589774692355294
CSBE0930,CASABE-930,3770,Antioquia,Valle Medio del Magdalena,7.023458,-73.935803,1016034.275255,1268111.032858,250.0,76.2,27.819,126.0,52.22222222222222,3657.0,1114.6536,55.27218966361501,24.629346429792186,2008.0,190182.87020828616,195182.87020828616,1,42291.42220062134,173719.1203614877,2779.9996977648207,3345.261864651011,3474.240193005421,55.7973398663678,0.6166654869882725,-0.34812507539010096,-0.262073399197008
CSBE0936,CASABE-936,4000,Antioquia,Valle Medio del Magdalena,7.022192,-73.930425,1016628.537178,1267971.143804,250.0,76.2,27.819,121.0,49.44444444444445,3912.0,1192.3776,52.76853036359835,20.924185730760417,2008.0,190424.3972032721,195424.3972032721,1,42322.94172240752,173633.36720640512,2780.039451534907,3345.25913077724,3474.2269298000865,55.944372704178846,0.6171400346316651,-0.34847946645594663,-0.2621605156663598
CSBE0938,CASABE-938,5300,Antioquia,Valle Medio del Magdalena,7.022158,-73.930347,1016637.134855,1267967.452775,250.0,76.2,27.819,136.0,57.77777777777778,5783.0,1762.6584,63.2804331977122,20.118154032404803,2008.0,190426.5191547906,195426.5191547906,1,42323.398396076824,173632.50640500005,2780.040313857556,3345.2592459131747,3474.2268419915486,55.94687454040709,0.6171508898997904,-0.3484861948888791,-0.26216416144657545
CSBE0941,CASABE-941,3770,Antioquia,Valle Medio del Magdalena,7.020228,-73.925078,1017219.446938,1267754.144209,250.0,76.2,27.819,116.0,46.66666666666667,3698.0,1127.1504,49.76026742423888,19.46613994391421,2008.0,190603.4775871672,195603.4775871672,1,42354.26241490898,173564.84206046176,2780.091888310774,3345.26323105388,3474.218256555605,56.10678942052748,0.6177875832166161,-0.3489007911993308,-0.2623538475746858
CSBE0942,CASABE-942,4000,Antioquia,Valle Medio del Magdalena,7.020233,-73.925072,1017220.065509,1267754.752673,250.0,76.2,27.819,127.0,52.77777777777778,3925.0000000000005,1196.3400000000001,56.116010449517,23.65298364137034,2008.0,190604.31989061544,195604.31989061544,1,42354.29680130748,173564.58868706983,2780.091816559798,3345.2631647903104,3474.2181983593186,56.106799427917586,0.6177864657070914,-0.34890051887934387,-0.26235296662085317
CSBE0944,CASABE-944,3980,Antioquia,Valle Medio del Magdalena,7.018581,-73.919539,1017831.531755,1267572.183211,250.0,76.2,27.819,128.0,53.333333333333336,3980.0,1213.104,56.73159792673093,23.833569031782044,2008.0,190825.36715059972,195825.36715059972,1,42386.63585877151,173483.55760252156,2780.139225524972,3345.2634237123266,3474.206360193223,56.26511434644203,0.6183539121301742,-0.34929305399554894,-0.26249396697278593
CSBE0095,CASABE-95,3790,Antioquia,Valle Medio del Magdalena,7.043989,-73.924467,1017286.09212,1270381.968408,235.0,71.628,27.84186,116.6,47.0,3775.0,1150.6200000000001,50.17600706886726,19.410532642286118,2008.0,192761.97022716523,197761.97022716523,1,42352.38461476394,172932.09466982604,2779.6619538780014,3345.0111108550723,3474.04485420248,55.54590156224609,0.6116859102787224,-0.3464824192638288,-0.25867050782803414
CSBE0951,CASABE-951,3955,Antioquia,Valle Medio del Magdalena,7.019328,-73.927122,1016993.58315,1267654.536336,250.0,76.2,27.819,124.0,51.111111111111114,3970.0,1210.056,54.498439216094184,22.048102911017494,2008.0,190387.97111888442,195387.97111888442,1,42342.38816011601,173631.47682001977,2780.101816861466,3345.277905004351,3474.232675175539,56.08415827071712,0.6179627446394521,-0.34891061003265356,-0.26253150481127596
CSBE0952,CASABE-952,3870,Antioquia,Valle Medio del Magdalena,7.018253,-73.924397,1017294.722909,1267535.749007,250.0,76.2,27.819,128.0,53.333333333333336,3798.0,1157.6304,56.534070753704434,24.80504205289049,2008.0,190473.1989707557,195473.1989707557,1,42358.44682739209,173597.9070610889,2780.1298107067364,3345.2805383543287,3474.2286053301477,56.1685338153304,0.6183101196809367,-0.34913198902022846,-0.26264073478510136
CSBE0096,CASABE-96,3850,Antioquia,Valle Medio del Magdalena,7.063872,-73.90275,1019684.723586,1272581.777821,256.0,78.0288,27.809856,113.0,45.0,3850.0,1173.48,48.256843177042875,17.424231496951695,2008.0,195965.47836672387,200965.47836672387,1,42433.64868864772,171884.4280260196,2779.3833565166256,3344.717026290438,3473.795200064828,55.51654616067986,0.6070986118547058,-0.34535131927046103,-0.2550865712316207
CSBE0960,CASABE-960,3850,Antioquia,Valle Medio del Magdalena,7.017256,-73.926456,1017067.314894,1267425.390731,250.0,76.2,27.819,129.0,53.88888888888889,3768.0,1148.4864,57.05737981953318,25.458185503575127,2008.0,190247.95651593577,195247.95651593577,1,42346.419250956045,173666.98877344222,2780.1414768909162,3345.296093003929,3474.2436626336635,56.147864944207704,0.6185097025551052,-0.3491515834506497,-0.2628331134115853
